E,N,H,Rho1,Rho2,Rho3,Rho4,Rho6,Gamma
14.06080333,52.40687501,60.43199921,139.045036,91.47368235,241.3537604,239.4959019,1091.8175,1.055914214
14.060835,52.40689166,60.57799912,137.8872711,96.36711364,271.2530211,266.0112125,1144.078158,1.061730439
14.060865,52.40690832,60.7159996,136.7596185,98.57090323,312.809654,277.3488655,1181.018603,1.070874176
14.06089667,52.40692501,60.86899948,138.7990368,110.3755245,346.9324572,261.869435,1193.006339,1.073840867
14.06092833,52.40694167,60.96699905,149.5687054,123.3040214,370.0303603,239.1502671,1251.121391,1.069792991
14.06096,52.40695833,61.05599976,163.1456276,137.7808084,376.6255621,223.1205349,1277.898061,1.070172814
14.06099333,52.40697502,61.14400101,182.3579702,155.2505624,384.373894,191.6411989,1222.88155,1.061424813
14.06102667,52.40699333,61.20899963,202.8862444,171.0422317,372.4751774,171.8402706,1174.595046,1.045744461
14.06105834,52.40701002,61.29899979,222.559341,178.0348032,344.7879019,176.9307976,1137.412354,1.049522191
14.06109167,52.40702833,61.36199951,232.7707776,182.2790083,320.3924875,178.086217,1122.474089,1.06431038
14.061125,52.40704667,61.4090004,235.0086655,182.613422,303.0715708,182.3117352,1131.648664,1.064924015
14.06115834,52.40706333,61.4659996,231.4391801,176.6751464,288.7422007,201.707874,1232.130933,1.066291017
14.06119,52.40708167,61.52299881,223.2902697,166.8146732,290.8250007,224.2135441,1345.137074,1.070675832
14.06122333,52.40710001,61.56200028,209.8990844,162.8912024,315.5220317,237.1823968,1444.608993,1.067231409
14.06125667,52.40711667,61.61299896,201.1450733,159.7944867,337.9959408,257.9930133,1465.020934,1.069922648
14.06129,52.40713501,61.6629982,198.5075056,161.5626763,360.5415757,261.9234626,1476.505681,1.085824935
14.06132333,52.40715167,61.71699905,197.8375178,169.1091516,382.2833822,244.3749893,1449.031317,1.091998426
14.06135667,52.40717001,61.76399994,200.0554389,184.5816086,407.476354,216.3400307,1422.734993,1.089270115
14.06138833,52.40718667,61.82400131,207.4247721,197.5418227,417.7330615,190.6593732,1434.356876,1.098398713
14.06142167,52.40720501,61.88399887,214.0829898,208.0392866,431.1183896,163.8332539,1500.175089,1.105723652
14.061455,52.40722167,61.96099854,216.7606616,212.7823694,452.1534219,138.3308299,1532.087003,1.100231814
14.06148833,52.40724001,62.02600098,218.9740894,212.8260907,464.7893947,134.3671513,1529.283462,1.102449019
14.06152,52.40725667,62.09199905,221.1186248,202.5284578,460.0480266,135.475093,1506.389366,1.117592616
14.06155167,52.40727332,62.15299988,217.9885276,187.8034652,453.5091739,140.2644511,1461.044438,1.117677053
14.061585,52.40729167,62.20899963,211.83254,171.2502797,439.6003491,141.0866691,1381.403265,1.11210445
14.06161667,52.40730832,62.26200104,205.0766202,158.0411,414.4639996,153.5848434,1342.150872,1.115679558
14.06165,52.40732667,62.32300186,198.5571221,147.1207465,397.1430945,161.7479934,1356.868644,1.1095267
14.06168333,52.40734332,62.34999847,190.6126573,142.5415115,383.5100729,161.3411032,1354.334738,1.102342118
14.06171667,52.40736167,62.40399933,186.8328373,140.5941845,373.021606,153.6544484,1310.893681,1.107348831
14.06175,52.40738001,62.45600128,183.244384,143.5093406,373.9751181,156.8472347,1283.676249,1.107964463
14.06178333,52.40739667,62.50899887,181.7188737,149.4356089,376.4508054,155.1727125,1250.881086,1.104569157
14.061815,52.40741332,62.54899979,182.8875844,154.4932571,365.0575754,139.8830356,1181.957165,1.108660845
14.06184667,52.40743001,62.59199905,185.0418159,156.3884026,363.6461807,130.6557151,1153.800056,1.100131212
14.06187833,52.40744667,62.63000107,186.3005957,161.1868419,362.6490508,135.8656957,1160.442794,1.08030532
14.06191,52.40746501,62.66199875,191.9911838,164.234998,357.9290283,122.6693901,1132.674151,1.065651745
14.06194167,52.40748167,62.69800186,196.3929189,159.962065,350.4890954,102.0624812,1074.378201,1.054996933
14.06197333,52.40749833,62.70999908,193.991396,154.0257568,348.6754912,95.66851855,1007.819819,1.050396087
14.06200667,52.40751667,62.72700119,191.0097863,149.1125017,333.7632543,93.44055523,920.3263232,1.057123084
14.06203833,52.40753333,62.72200012,186.3427989,140.6706362,310.6838537,80.03142364,834.9180123,1.071482035
14.06207,52.40755167,62.72399902,178.695191,126.5216889,278.4114046,78.41626408,770.0695447,1.090907972
14.06210167,52.40756833,62.69800186,171.1123446,115.7936685,254.7173772,91.15217184,740.1346347,1.104723234
14.06213167,52.40758499,62.65200043,168.0932985,106.0258406,236.6482535,111.9433677,752.5478579,1.115414407
14.062165,52.40760167,62.61299896,164.7449059,97.75456563,225.7485332,130.6699469,803.3719446,1.131218575
14.06219667,52.40761999,62.52999878,164.7078703,94.82582061,235.6341261,145.6441073,845.8642814,1.137951918
14.06223,52.40763833,62.4469986,169.4017139,108.946664,273.7408538,163.8407328,905.0657098,1.136653566
14.06226333,52.40765667,62.3730011,183.0547897,135.9341992,304.2349002,166.5913263,964.1753813,1.136675057
14.06229833,52.40767501,62.28699875,205.8911157,171.1978645,339.4689167,154.0159526,1009.150248,1.132064566
14.06233167,52.40769167,62.16899872,235.1134807,213.263278,386.2399143,141.127015,1002.515716,1.127146525
14.062365,52.40771001,62.04800034,265.6176637,253.8981889,413.0147282,145.7834698,1002.879864,1.123260649
14.06239833,52.40772667,61.93700028,294.5278929,275.9517983,407.4187317,153.3664695,1027.426491,1.109720603
14.06243,52.40774333,61.82699966,310.2624233,277.6913765,408.0914505,165.9583148,1036.772655,1.105993419
14.06246334,52.40776167,61.68199921,310.2573797,267.1235265,403.3436027,184.779769,1050.263537,1.111867665
14.062495,52.40777833,61.56700134,300.8444928,247.6082712,394.0534506,218.2672028,1083.033088,1.106587193
14.06252667,52.40779667,61.46699905,287.0510707,225.7592313,395.2517852,234.2199934,1097.078941,1.099330904
14.06256167,52.40781501,61.35800171,269.7316198,212.7177428,414.4839417,232.7875152,1050.221941,1.101002627
14.062595,52.40783167,61.26300049,259.4829053,208.5562209,422.200299,243.7854607,1016.754299,1.099401782
14.06262833,52.40785001,61.15000153,255.214685,207.2628913,407.4453516,244.2331377,947.6119167,1.095797906
14.06265833,52.40786832,61.04800034,254.6307363,197.090574,378.6509546,211.3227639,842.2581936,1.091138412
14.06269,52.40788501,60.94100189,246.9558881,182.7411893,341.5028517,177.6464769,732.274538,1.093545453
14.06272334,52.40790167,60.85699844,237.5323899,162.1701628,286.1956995,149.2202136,663.8215264,1.103874611
14.06275667,52.40792166,60.75999832,218.3043298,136.9060657,231.192071,109.9063799,574.5985685,1.110098395
14.06279167,52.40793832,60.65800095,193.5739302,111.8798671,197.8239412,80.02559598,515.5288684,1.117186743
14.06282667,52.40795666,60.56800079,164.3376847,98.27247334,170.3897785,70.63890999,498.1556496,1.135615952
14.06286333,52.40797332,60.49300003,143.460017,89.13290828,146.7887575,68.35176888,499.1264007,1.155884586
14.06289833,52.40799001,60.40299988,122.6763223,84.40677638,136.5144142,73.92895892,469.3958853,1.173027424
14.06293167,52.40800667,60.31499863,109.4093744,84.41728126,135.2591257,73.57671999,439.3451026,1.187393204
14.062965,52.40802501,60.21900177,101.6733878,85.74006512,134.5764228,70.4724648,396.5600432,1.193674874
14.06299667,52.40804167,60.10599899,98.15508407,83.98583228,131.8232878,62.50857626,349.5692408,1.198589573
14.06303,52.40805833,59.97299957,92.97767585,81.8898603,130.6698021,54.33696629,303.4651342,1.198729179
14.06306167,52.40807667,59.81800079,89.74999689,79.7355513,127.208075,43.26963316,278.4802163,1.194861648
14.063095,52.40809333,59.67699814,86.64504946,77.18345072,123.1740023,43.04111818,286.7995471,1.203659972
14.06312833,52.40811167,59.47900009,83.93746505,75.97370642,121.6053289,44.46023311,316.416552,1.222587818
14.06316167,52.40813001,59.32699966,82.56157211,79.88437944,126.3669136,55.82852865,371.3274545,1.235557075
14.06319333,52.40814667,59.14799881,85.27645582,87.01682372,136.2992324,67.2177322,447.863503,1.247515288
14.063225,52.40816501,58.97700119,93.45273207,99.71422631,158.7771467,82.80302697,567.5143759,1.252674886
14.06325833,52.40818167,58.83399963,108.284034,119.9617294,193.618599,101.2705928,692.9587824,1.2412278
14.06329167,52.40820001,58.65299988,131.7623597,149.1261254,243.6469275,127.0097784,836.3895278,1.216985333
14.06332334,52.40821832,58.4469986,163.8868284,188.5657147,320.6795389,156.2251275,965.5124693,1.194609966
14.06335667,52.40823501,58.26599884,203.6729403,238.2967418,414.0055,202.2034078,1158.634495,1.172731962
14.06339,52.40825332,58.08300018,248.1987627,293.1894063,505.8341683,248.2010177,1395.288433,1.149119392
14.06342333,52.40827166,57.89400101,290.4838387,346.1934856,604.6949047,297.8376058,1548.46369,1.1210084
14.06345667,52.40829001,57.73899841,326.4669507,395.1836209,693.2894837,347.5679871,1661.550291,1.094709601
14.06349,52.40830835,57.5890007,353.6517045,430.4356086,744.1088185,382.1987861,1718.086082,1.073787333
14.06352167,52.40832834,57.44300079,373.0729813,452.9948721,769.0336819,386.2573484,1601.185071,1.054854159
14.063555,52.40834665,57.31000137,385.4214283,462.1804035,771.8880662,370.1758755,1331.675892,1.044874008
14.06358833,52.40836334,57.18099976,394.9253588,457.6201408,729.9579402,329.385623,1130.268774,1.048362704
14.06362,52.40838,57.07899857,398.5462947,441.3555461,666.1651872,286.5012329,871.0709699,1.058979899
14.063655,52.40839666,56.97900009,403.8310064,419.5199807,604.3725682,245.2602461,685.4698286,1.065960198
14.06368833,52.40841335,56.90200043,398.8965924,390.6499283,531.8115245,216.1081235,611.4273217,1.072832845
14.063725,52.40842832,56.83100128,388.0238905,357.7585506,467.4689805,209.2552692,614.2509835,1.081047665
14.06375833,52.40844332,56.79199982,370.5294631,333.8370255,438.0277684,223.9374842,613.7213507,1.085494997
14.06379333,52.40845668,56.73099899,356.5251151,319.5056401,417.9561002,232.4551146,786.3448744,1.088529891
14.06382333,52.40847,56.67699814,339.3357644,304.1042672,399.071217,248.418166,902.2773832,1.097354196
14.06385167,52.40848665,56.56499863,330.2045723,293.5538128,409.528261,292.1668477,995.8604162,1.10102002
14.06387334,52.40850166,56.4980011,323.2431026,295.3605106,433.7611117,335.3707273,1030.457343,1.096492428
14.06388834,52.40851666,56.44100189,322.5274849,293.4561114,439.1999574,364.2937447,1037.86124,1.096757969
14.06389833,52.40853332,56.37200165,320.333299,278.3440202,448.8449472,390.3509419,980.4247722,1.089187822
14.06390167,52.40854832,56.31000137,316.1403525,271.4144706,474.4915301,420.8567081,949.9702745,1.073106892
14.06389833,52.40856333,56.23500061,310.4915374,272.5242289,488.8112936,420.3908283,936.2492738,1.065245339
14.06388834,52.40857999,56.15499878,307.7976888,269.6483336,492.8501661,420.9880796,1086.537272,1.058339833
14.063875,52.40859165,56.13700104,308.2882448,271.3280979,513.2432173,443.9924736,1314.031322,1.045383901
14.06385667,52.40860167,56.11399841,314.7203045,290.3182967,549.3725791,472.8373304,1482.730272,1.03367087
14.063835,52.40861333,56.09500122,324.3532641,316.6775583,582.2008216,509.2707425,1681.892258,1.026269069
14.06381,52.40862166,56.04600143,342.6576004,340.8153198,620.5067141,559.9175407,1854.206193,1.028990684
14.06378333,52.40862999,56.01699829,364.3395468,365.6010192,659.3892567,596.3815759,1887.176702,1.033218895
14.06375167,52.40863667,55.97399902,382.6302092,394.5015179,688.7261196,620.5846008,1872.244154,1.037646312
14.06371834,52.40864166,55.94900131,394.4011559,416.0088554,704.6687167,635.1455678,1822.459989,1.048621575
14.06368334,52.40864166,55.88499832,407.8657832,430.737568,708.8755213,619.0648631,1726.024886,1.050478693
14.06364667,52.40864,55.86000061,417.7067279,432.0933309,683.9233763,597.0907248,1636.573498,1.033262668
14.06361833,52.40863501,55.86000061,416.1256253,423.3125277,635.3978486,580.1191405,1586.4684,1.01898225
14.06359333,52.40862834,55.88700104,403.955503,396.9464314,577.3479938,527.9076723,1475.217652,1.017068871
14.06356833,52.40862001,55.91799927,386.4715795,359.8306049,502.9225267,490.6054572,1436.323934,1.011513514
14.06354667,52.40860834,55.9620018,360.2764173,306.1758046,423.5692065,469.4077217,1422.249319,1.006609523
14.06352834,52.40859499,55.99599838,319.908765,258.0113182,370.0101134,411.5137075,1423.260697,1.017395932
14.06351334,52.40858167,56.08800125,279.7229073,217.5438327,354.6326672,349.3230657,1369.778289,1.024728399
14.0635,52.40856667,56.1230011,248.7692861,193.7982715,360.8718518,317.9838322,1375.326993,1.020808364
14.063485,52.40855166,56.15100098,225.534138,187.4032384,398.3083091,276.0092571,1345.481511,1.021598118
14.06346833,52.408535,56.20100021,211.4276285,210.0132187,456.2873576,229.3419193,1269.698998,1.028563628
14.06344833,52.40851835,56.20999908,213.2373935,246.1870188,510.3383379,210.4561369,1112.251188,1.030992599
14.06342667,52.4085,56.24100113,230.648431,286.3146988,545.9999462,192.0112349,995.1541043,1.037307221
14.0634,52.40848166,56.31200028,255.3119812,318.6607116,569.67647,179.5200846,864.7485397,1.05711693
14.06337,52.408465,56.38100052,281.5552052,345.3461223,580.9109634,169.2288168,765.3147955,1.074393254
14.06333833,52.40844666,56.46099854,302.1939491,359.1813913,577.9065191,156.9818056,710.2569402,1.080856077
14.063305,52.40842832,56.54899979,315.8619463,360.4933119,570.8486124,165.5098517,755.5352922,1.080082726
14.06327167,52.40841001,56.65299988,316.979983,356.7283102,588.2560308,178.1487227,775.7199869,1.076948016
14.06323667,52.40839167,56.77000046,309.1677879,358.7032104,590.0995331,175.5848322,793.2760932,1.065140778
14.06320167,52.40837332,56.90200043,299.8015292,349.7945949,566.3739638,167.0040314,758.8139824,1.064195042
14.06316667,52.40835501,57.00600052,292.1802274,328.1979607,533.1977326,157.0088201,701.2219501,1.085090876
14.06313167,52.40833832,57.16400147,278.2831877,301.9179061,486.4176758,129.1927601,615.4561242,1.113185707
14.06309834,52.40832001,57.30099869,261.7613838,266.9654925,391.5792145,105.7495155,549.3831883,1.136992946
14.063065,52.40830332,57.45299912,239.2581818,219.4537325,310.6330049,100.6775089,491.810235,1.156017006
14.06303333,52.40828667,57.56000137,208.8363055,175.6655331,245.8810574,110.9952627,486.100453,1.169662026
14.06300167,52.40827001,57.70999908,175.6491545,134.6496771,187.1678141,142.8049627,505.825842,1.175417426
14.06297,52.40825332,57.84999847,147.1326279,98.53160557,144.7578282,175.239189,538.3956454,1.173920512
14.06293833,52.40823666,57.98899841,122.4143816,71.79928752,131.1114347,197.5113886,611.1797171,1.171988837
14.06290667,52.40822001,58.14599991,105.5788363,54.64787731,127.78451,206.7959158,709.5743054,1.166680549
14.06287333,52.40820166,58.28099823,98.35885261,46.70985316,146.3702757,199.0020803,815.5808591,1.158559684
14.06284167,52.40818501,58.4280014,99.59529554,56.41347367,186.3754391,179.3487333,963.0673033,1.154578684
14.06280834,52.40816666,58.58300018,110.0091027,76.40002619,245.1191113,168.7972866,1111.346316,1.151293536
14.06277334,52.40814832,58.7120018,129.6559458,104.0614797,307.9553152,176.7582954,1192.475009,1.141920841
14.06274,52.40813001,58.85300064,156.7371139,136.1398064,363.6795777,200.0311003,1228.303142,1.13591471
14.06270667,52.40811332,59.00899887,184.3713464,157.8937266,385.3402667,251.8882562,1209.874095,1.131469782
14.06267167,52.40809501,59.16899872,207.3711642,171.8456256,384.0968668,309.1527621,1115.73506,1.12222408
14.06264,52.40807667,59.29000092,220.6725366,177.0193193,357.0993519,319.922327,973.9599893,1.116028797
14.062605,52.40806001,59.44900131,223.0768722,170.0400219,324.2560428,321.5797723,841.5959464,1.11987231
14.06257167,52.40804167,59.59299851,215.5929417,146.9130032,289.2470594,300.7745939,727.3141828,1.127742242
14.06253833,52.40802333,59.76599884,201.056308,127.6735027,260.6680659,261.8655492,649.285755,1.135094876
14.06250333,52.40800502,59.94300079,181.4799097,101.4731491,241.9349019,206.5899294,613.5361169,1.13515251
14.06247,52.40798667,60.08599854,163.1919601,75.35621449,231.795741,198.3578242,641.2359313,1.125323594
14.06243667,52.40797002,60.23400116,148.6486453,54.63843858,232.2412018,184.9430565,707.9636503,1.126698416
14.062405,52.40795333,60.35699844,137.3445976,50.66957515,236.3910958,181.7304729,800.2350091,1.131224459
14.06237167,52.40793502,60.50799942,132.9231795,53.35971319,266.4493252,178.3460119,909.2904566,1.124184815
14.06233833,52.40791833,60.63999939,135.0328538,69.90762726,296.2381522,173.0120976,1001.038409,1.119479066
14.062305,52.40790002,60.78099823,143.1505499,91.33770476,323.5750376,166.6171768,1037.638155,1.124053272
14.06227167,52.40788167,60.89599991,154.3267628,115.4439728,341.042212,161.8472992,1048.96424,1.118834751
14.06223667,52.40786333,61.02099991,166.5804986,133.2047321,354.9071625,162.7416407,1030.854501,1.1081679
14.06220333,52.40784499,61.14500046,177.3361276,139.7629611,346.5347179,161.0306494,992.1862114,1.098010313
14.06216833,52.40782668,61.25099945,191.1925134,137.5069392,344.2737959,189.4781781,947.1489861,1.090413051
14.062135,52.40780999,61.35300064,203.4964385,132.6352317,348.1605932,215.3004404,922.977178,1.084550551
14.06210167,52.40779168,61.46300125,216.0674664,126.9148965,347.7472791,250.477468,907.4743423,1.076084663
14.06206667,52.40777334,61.55400085,230.5588997,121.8838446,347.8500466,287.5798442,923.5194003,1.07006869
14.06203333,52.40775668,61.63899994,244.379861,135.2359539,358.6124707,338.2029939,926.751955,1.073278334
14.06199833,52.40773999,61.7159996,254.3062008,151.795669,358.9249255,371.2695776,942.8697654,1.06895672
14.061965,52.40772168,61.79600143,259.0440413,165.8092227,343.829909,443.3102897,1006.510318,1.061867261
14.06193167,52.40770334,61.86299896,260.3255274,179.1671074,343.6412399,487.5275211,1081.139742,1.068123113
14.0619,52.40768668,61.91799927,256.9656728,189.8080591,348.7443248,511.9847088,1098.084118,1.071849755
14.061865,52.40766834,61.96099854,254.0546523,189.295258,355.3111051,514.8724054,1152.344652,1.075927623
14.06183167,52.40764999,61.97100067,250.8059881,185.8209399,347.6633582,513.1494584,1192.649685,1.090510102
14.06179833,52.40763165,62.00999832,251.8717096,185.2212795,351.7247165,441.4204188,1149.622849,1.101908803
14.06176333,52.40761334,62.04899979,247.8432892,181.0253222,335.9929345,395.2882753,1117.337309,1.109897758
14.06173,52.407595,62.05899811,244.2888949,184.7947315,317.5753279,366.5332525,1120.64139,1.128587412
14.061695,52.40757666,62.05099869,239.5338043,188.0779119,299.9463145,348.3792708,1110.194627,1.140565881
14.06166167,52.40755835,62.07899857,234.2185471,192.7335225,301.0063837,324.702461,1103.684533,1.136585989
14.06162667,52.40754,62.07699966,228.9004068,197.6925824,311.4660168,324.5412435,1126.108205,1.135113341
14.06159,52.40752166,62.05899811,233.8784903,207.69228,329.1156913,328.5823166,1107.321767,1.129226569
14.06155667,52.40750167,62.04000092,242.1819644,218.8787717,345.3711758,352.4851934,1091.549938,1.111216568
14.06152167,52.40748501,62.01499939,252.9314358,216.436503,340.2745606,375.0294148,1045.113135,1.10525787
14.06148667,52.40746501,61.97600174,260.9285279,209.1450655,343.5530978,422.7081684,1017.995317,1.109604688
14.06145167,52.40744667,61.92699814,263.8210267,190.3806416,315.1112395,436.2981996,989.8304998,1.104637016
14.06141667,52.40742668,61.86399841,261.8917235,168.3334457,281.7578209,432.4343001,934.4182461,1.096511144
14.06138167,52.40740833,61.80400085,255.8241138,136.4401757,234.8177875,386.7767549,856.3770022,1.097763922
14.06134834,52.40738834,61.73300171,244.6518008,122.6194697,200.1906751,343.8704934,801.1998752,1.096223665
14.061315,52.40736834,61.65000153,237.1112406,110.8580069,148.9902978,277.4070734,710.1534042,1.087707017
14.06128,52.40735,61.57400131,232.3564455,110.9921256,122.7560972,276.8998148,620.6918728,1.08960591
14.06124667,52.40733166,61.49599838,222.037638,108.0169855,104.1896596,277.1705106,594.2833755,1.104226132
14.06121167,52.40731166,61.40299988,211.1983311,106.7250609,100.2829356,337.9550384,586.9238082,1.108881838
14.061175,52.40729332,61.32799912,199.9051879,98.26937613,100.9076384,391.644768,560.852794,1.10273958
14.06113833,52.40727332,61.23500061,184.6280184,90.97971864,100.8627106,427.4380005,542.9082257,1.101592614
14.06110167,52.40725501,61.14199829,169.3685322,79.00453036,94.44769108,407.4585875,516.6556223,1.096900186
14.06106667,52.40723499,61.06499863,159.6316299,70.09000627,83.90910213,386.9792905,455.2956831,1.085403429
14.06103,52.40721668,60.98899841,150.8621237,62.98639654,70.974493,314.1318657,378.8442386,1.07802279
14.06099667,52.40719833,60.88600159,143.0468063,57.48161784,55.554198,229.9942005,312.3335775,1.077916929
14.06096167,52.40717834,60.78900147,133.3929296,48.73504575,49.35613026,174.3460255,274.9000217,1.093332801
14.06092667,52.40716,60.68199921,120.7963703,42.85610278,49.71353323,162.3685506,264.4582809,1.114414651
14.06089167,52.40714165,60.55899811,105.195146,36.67552761,52.14396278,163.297194,270.7780065,1.12286692
14.060855,52.40712334,60.39500046,89.46972808,31.87673724,60.9790432,157.2010267,289.5687252,1.135232092
14.06081833,52.407105,60.21699905,74.20352851,30.80019111,73.87039637,178.3404225,319.327254,1.149787329
14.06078167,52.40708501,60.00899887,65.86932073,38.64855904,85.66797837,181.4515921,318.8775427,1.149610817
14.06074333,52.40706501,59.79899979,62.88685866,47.91213451,91.56142326,162.0594541,315.9901382,1.142880972
14.06070667,52.40704502,59.56700134,62.06727357,60.06721191,101.9177316,135.8612458,341.869237,1.147347662
14.06067,52.40702499,59.3769989,62.01676036,68.87621602,113.4634642,136.8416252,414.3324356,1.153259545
14.060635,52.40700668,59.18299866,66.82498633,80.22664163,134.4830344,133.9621462,550.9349342,1.146858071
14.0606,52.40698834,59.01699829,72.79821675,92.98748701,177.6273507,164.6222998,779.8709122,1.149790099
14.060565,52.40696999,58.88999939,81.74825535,116.3625672,253.5847595,213.7412164,1036.14607,1.162935411
14.06053167,52.40695168,58.74000168,103.873164,155.1076035,368.4182687,274.0942961,1287.056435,1.157611759
14.06049667,52.40693334,58.57799912,138.6012728,216.3310083,503.0478413,321.4059965,1487.864862,1.129376785
14.06046167,52.406915,58.42300034,180.9670569,280.2506052,625.7629698,349.9513058,1590.772996,1.113236823
14.060425,52.40689666,58.25400162,223.40197,339.0473648,719.8497887,350.098606,1608.320238,1.088768782
14.06039,52.40687834,58.10699844,262.2267852,381.6101157,770.0537407,325.1766325,1605.711971,1.052665596
14.06035334,52.40685835,57.98899841,288.6451326,407.8363263,769.0488959,286.6906522,1582.242642,1.04118395
14.06031834,52.40684001,57.91199875,302.7979755,415.8680873,746.2738367,251.8305254,1574.810813,1.046203159
14.06028334,52.40682001,57.83000183,308.2255945,421.3195217,732.1659833,238.0003672,1609.192332,1.039957539
14.06024834,52.40680002,57.78099823,314.7141852,430.3470976,733.405535,245.0895882,1651.381628,1.033267769
14.06021167,52.40678167,57.78099823,322.8677009,450.673921,762.2377908,279.0632036,1667.004608,1.033216555
14.060175,52.40676168,57.81600189,334.1753677,476.700032,812.3667691,321.5227103,1628.851914,1.025446961
14.06014,52.40674165,57.85900116,348.3925339,501.9694976,853.0201138,361.459154,1512.378961,1.019707594
14.06010333,52.40672166,57.95600128,360.0046319,518.6883994,833.8737155,380.2754365,1377.133297,1.026227269
14.06006833,52.40670335,58.06700134,361.3298043,504.3234137,775.8447671,381.0032877,1209.872893,1.030672967
14.06003333,52.406685,58.20299912,345.5973109,456.6876156,675.6463489,355.1469135,1037.753788,1.031900262
14.05999833,52.40666501,58.35300064,313.6093528,386.8117648,541.7587796,325.0745873,907.7087013,1.039291797
14.05996167,52.40664667,58.54399872,271.8020064,306.0626331,405.38005,306.792131,869.9048972,1.049225184
14.05992667,52.40662667,58.76300049,225.2448904,221.5323083,320.290283,306.8040751,832.3302402,1.064638652
14.05989,52.40660833,59.02299881,183.0934512,161.7045983,262.29558,300.4407277,831.1305778,1.091411179
14.059855,52.40658833,59.32500076,158.4029341,125.6312973,234.5390781,310.1842018,843.4470578,1.120824538
14.05982,52.40656999,59.56200028,149.4898242,103.8915727,230.0304021,315.793937,876.4538979,1.139259794
14.05978333,52.40654999,59.7859993,148.6750828,91.29868977,232.3384274,303.8579231,854.4339196,1.149517854
14.05974833,52.40653165,59.99499893,153.3845467,88.67354112,237.9513632,284.5271912,825.5900124,1.148355664
14.05971167,52.40651166,60.1780014,161.444024,87.96709705,238.739575,257.61011,795.9017672,1.146836558
14.059675,52.40649166,60.35400009,166.9897824,93.76284252,238.993198,227.7144395,774.9491312,1.153249343
14.05963833,52.40647167,60.49300003,170.0138409,103.3729076,239.3636854,204.7756206,760.7999254,1.162253864
14.05960333,52.40645167,60.61700058,172.0944937,115.4117122,245.3081054,188.2669312,803.7555152,1.169794406
14.05956833,52.40643333,60.71699905,177.2854375,127.933863,252.3926779,163.8831668,866.3075583,1.175311526
14.05953167,52.40641333,60.82500076,182.0175726,142.3911701,276.3940639,180.0535201,1018.754995,1.173779631
14.05949667,52.40639499,60.91400147,187.1976573,151.8477418,294.5415101,215.5541485,1207.904795,1.16069478
14.05946,52.406375,60.99399948,193.5946273,158.0615353,346.804038,260.2721557,1369.737722,1.149491294
14.05942333,52.406355,61.0890007,200.9954467,159.1151018,386.2205123,350.4722025,1603.204617,1.144696723
14.059385,52.406335,61.16899872,205.2132287,153.3476875,442.4712881,473.6042969,1931.167551,1.14477746
14.05934833,52.40631501,61.24100113,205.6459525,146.5134377,496.4469262,580.6761856,2011.431291,1.146631675
14.05931333,52.40629667,61.31499863,206.2582492,146.2605531,564.9616055,609.3551555,2034.747155,1.154911471
14.05927833,52.40627832,61.37599945,202.7016129,149.6618472,560.4110201,603.3321282,2098.533738,1.166947523
14.05924333,52.40626167,61.43099976,199.540214,169.7557754,590.7899539,539.4492402,1990.227734,1.176466266
14.05920833,52.40624332,61.46300125,200.1219764,209.3177183,587.4552322,452.3113996,1725.819972,1.181066872
14.05917333,52.40622333,61.45899963,209.5923339,254.1076734,588.4313098,357.2644551,1640.123019,1.178872139
14.05913833,52.40620499,61.42599869,221.3487611,291.9613318,594.6988029,312.9224511,1567.905087,1.177520921
14.05910167,52.40618668,61.3769989,244.5883023,334.0603208,642.9971374,291.5424543,1432.393481,1.167529441
14.059065,52.40616668,61.31600189,268.3924136,360.9874578,659.1193265,282.3448356,1336.725131,1.153002007
14.05902833,52.40614834,61.26200104,289.4193164,369.5272704,667.9658283,275.4079054,1286.746422,1.138102111
14.05899333,52.40612834,61.2159996,301.6711096,359.4146469,634.739977,263.9243015,1180.375144,1.13061134
14.058955,52.40610835,61.19300079,303.7621053,334.7639032,579.6213685,258.312392,1058.106564,1.123840974
14.05891667,52.40608832,61.16999817,293.7271694,299.1250362,509.4049796,244.417057,953.0948611,1.12758783
14.05888,52.40606833,61.1780014,278.6636898,260.639759,424.9363441,225.6481923,878.2199744,1.139567401
14.05884334,52.40604833,61.20500183,256.8803485,214.3372216,351.4978341,190.3136953,821.8470068,1.155130316
14.05880834,52.40602999,61.22700119,230.9913205,175.5281386,311.1992361,163.3958716,817.55572,1.175063342
14.05877334,52.40601168,61.22700119,208.3415156,157.3807482,279.7466192,141.5761505,843.2032036,1.188765608
14.05874,52.40599333,61.23300171,189.4278777,146.2532798,264.2600061,135.7824223,936.7819464,1.194015116
14.058705,52.40597499,61.22900009,175.8642565,143.3167453,290.3067491,150.7132399,1092.168218,1.198619684
14.05866834,52.405955,61.19900131,171.4104913,165.5082481,358.4139583,213.1930916,1252.481912,1.19596967
14.05863333,52.40593665,61.1570015,182.4164008,215.8953024,449.9706978,275.0608355,1374.431768,1.179447184
14.05859667,52.40591834,61.11500168,209.327178,271.805387,543.4632738,340.112519,1459.775994,1.164766237
14.05856167,52.40589835,61.06900024,242.5295931,321.6922587,613.3667365,354.1443368,1453.524485,1.157096982
14.058525,52.40587832,61.0359993,272.975628,355.3583683,643.539119,341.1094028,1361.42069,1.152808362
14.05848833,52.40586001,61.01699829,293.8697481,359.8925587,624.8498126,287.1142946,1220.446416,1.154884971
